Season,Team,Position,Player,Injury Type,Cap Hit,Chip,Games Missed,Games Missed
2019/20,Montreal,D,"Ouellet, Xavier",Concussion,0.7,25.609756098,3,3
2019/20,Ottawa,F,"Sabourin, Scott",Concussion,0.7,213.414634146,25,25
2019/20,Ottawa,G,"Nilsson, Anders",Concussion,2.6,1141.463414634,36,36
2019/20,Philadelphia,F,"Konecny, Travis",Concussion,5.5,201.219512195,3,3
2019/20,Philadelphia,F,"Pitlick, Tyler",Concussion,1,24.390243902,2,2
2019/20,Pittsburgh,F,"Kahun, Dominik",Concussion,3.775,368.292682927,8,8
2019/20,Toronto,F,"Moore, Trevor",Concussion,0.775,141.768292683,15,15
2019/20,Vancouver,F,"Ferland, Micheal",Concussion,3.5,725.609756098,17,17
2019/20,Vancouver,D,"Fantenberg, Oscar",Concussion,0.85,51.829268293,5,5
2019/20,Vancouver,G,"Demko, Thatcher",Concussion,1.05,76.829268293,6,6
2019/20,Winnipeg,F,"Little, Bryan",Concussion,5.291666,580.792609756,9,9
2019/20,Winnipeg,F,"Perreault, Mathieu",Concussion,4.125,301.829268293,6,6
2019/20 (playoffs+),Chicago,F,"Shaw, Andrew",Concussion,3.9,428.048780488,9,9
2019/20 (playoffs+),Washington,F,"Bäckström, Nicklas",Concussion,6.7,245.121951220,3,3
2020/21,Anaheim,F,"Milano, Sonny",Concussion,1.7,704.878048780,34,34
2020/21,Carolina,F,"Teräväinen, Teuvo",Concussion,5.4,460.975609756,7,7
2020/21,Carolina,F,"Teräväinen, Teuvo",Concussion,5.4,1646.341463415,25,25
2020/21,Carolina,D,"Skjei, Brady",Concussion,5.25,256.097560976,4,4
2020/21,Chicago,F,"Carpenter, Ryan",Concussion,1,97.560975610,8,8
2020/21,Chicago,F,"Connolly, Brett",Concussion,3.5,85.365853659,2,2
2020/21,Chicago,F,"Shaw, Andrew",Concussion,3.9,1997.560975610,42,42
2020/21,Chicago,F,"Strome, Dylan",Concussion,3,402.439024390,11,11
2020/21,Chicago,D,"Boqvist, Adam",Concussion,1.744167,63.810987805,3,3
2020/21,Chicago,D,"Keith, Duncan",Concussion,5.538462,135.084439024,2,2
2020/21,Montreal,F,"Armia, Joel",Concussion,2.6,221.951219512,7,7
2020/21,Montreal,F,"Danault, Phillip",Concussion,3.083333,112.804865854,3,3
2020/21,Montreal,G,"Price, Carey",Concussion,10.5,1664.634146341,13,13
2020/21,San Jose,F,"Gambrell, Dylan",Concussion,0.7,8.536585366,1,1
2020/21,San Jose,F,"Leonard, John",Concussion,1.1375,27.743902439,2,2
2020/21,St. Louis,F,"Bozak, Tyler",Concussion,5,1280.487804878,21,21
2020/21,Vancouver,F,"Ferland, Micheal",Concussion,3.5,2390.243902439,56,56
2020/21,Vancouver,F,"Motte, Tyler",Concussion,1.225,44.817073171,3,3
2020/21,Winnipeg,F,"Wheeler, Blake",Concussion,8.25,603.658536585,6,6
2020/21 (playoffs),Montreal,F,"Evans, Jake",Concussion,0.75,82.317073171,9,9
2020/21 (playoffs),Toronto,F,"Tavares, John",Concussion,11,804.878048780,6,6
2021/22,Boston,F,"Foligno, Nick",Concussion,3.8,185.365853659,4,4
2021/22,Boston,F,"Frederic, Trent",Concussion,1.05,89.634146341,7,7
2021/22,Carolina,G,"Raanta, Antti",Concussion,2,73.170731707,3,3
2021/22,Chicago,F,"Hardman, Mike",Concussion,0.925,22.560975610,2,2
2021/22,Chicago,F,"Johnson, Tyler",Concussion,5,365.853658537,6,6
2021/22,Chicago,F,"Khaira, Jujhar",Concussion,0.975,59.451219512,5,5
2021/22,Chicago,F,"Toews, Jonathan",Concussion,10.5,1408.536585366,11,11
2021/22,Chicago,D,"Murphy, Connor",Concussion,3.85,140.853658537,3,3
2021/22,Chicago,D,"Murphy, Connor",Concussion,3.85,1032.926829268,22,22
2021/22,Colorado,F,"MacKinnon, Nathan",Concussion,6.3,307.317073171,4,4
2021/22,Colorado,D,"Byram, Bowen",Concussion,3.394167,248.353682927,6,6
2021/22,Dallas,F,"Kero, Tanner",Concussion,0.75,36.585365854,4,4
2021/22,Edmonton,F,"Kassian, Zack",Concussion,3.2,39.024390244,1,1
2021/22,Edmonton,F,"Ryan, Derek",Concussion,1.25,30.487804878,2,2
2021/22,Edmonton,D,"Keith, Duncan",Concussion,5.538462,607.879975610,9,9
2021/22,Montreal,F,"Dvorak, Christian",Concussion,4.45,1031.097560976,19,19
2021/22,Montreal,D,"Niku, Sami",Concussion,0.75,18.292682927,2,2
2021/22,Montreal,G,"Allen, Jake",Concussion,2.875,140.243902439,4,4
2021/22,Philadelphia,F,"Laughton, Scott",Concussion,3,439.024390244,12,12
2021/22,St. Louis,F,"Buchnevich, Pavel",Concussion,5.8,212.195121951,3,3
2021/22,Toronto,F,"Kaše, Ondřej",Concussion,1.25,304.878048780,20,20
2021/22,Toronto,D,"Muzzin, Jake",Concussion,5.625,480.182926829,7,7
2021/22,Toronto,D,"Muzzin, Jake",Concussion,5.625,1371.951219512,20,20
2021/22,Vegas,F,"Carrier, William",Concussion,1.4,34.146341463,2,2
2021/22,Winnipeg,F,"Copp, Andrew",Concussion,3.64,266.341463415,6,6
2021/22,Winnipeg,F,"Harkins, Jansen",Concussion,0.725,35.365853659,4,4
2021/22,Winnipeg,D,"Pionk, Neal",Concussion,5.875,214.939024390,3,3
2021/22 (playoffs),Pittsburgh,F,"Crosby, Sidney",Concussion,8.7,106.097560976,1,1
2022/23,Arizona,F,"Voráček, Jakub",Concussion,8.25,402.439024390,4,4
2022/23,Carolina,F,"Kaše, Ondřej",Concussion,1.5,1134.146341463,62,62
2022/23,Chicago,F,"Johnson, Reese",Concussion,0.8,87.804878049,9,9
2022/23,Chicago,G,"Stalock, Alex",Concussion,0.75,182.926829268,20,20
2022/23,Colorado,D,"MacDermid, Kurtis",Concussion,0.9875,48.170731707,4,4
2022/23,Colorado,D,"Makar, Cale",Concussion,9,548.780487805,5,5
2022/23,Columbus,F,"Voráček, Jakub",Concussion,8.25,5030.487804878,50,50
2022/23,Florida,F,"Hörnqvist, Patric",Concussion,5.3,2585.365853659,40,40
2022/23,Florida,F,"Tierney, Chris",Concussion,0.75,73.170731707,8,8
2022/23,Florida,D,"Gudas, Radko",Concussion,2.5,304.878048780,10,10
2022/23,Ottawa,D,"Chabot, Thomas",Concussion,8,487.804878049,5,5
2022/23,Philadelphia,G,"Hart, Carter",Concussion,3.979,145.573170732,3,3
2022/23,San Jose,D,"Šimek, Radim",Concussion,2.25,82.317073171,3,3
2022/23,San Jose,G,"Kähkönen, Kaapo",Concussion,2.75,33.536585366,1,1
2022/23,Vancouver,F,"Lockwood, William",Concussion,0.75,82.317073171,9,9
2022/23,Vancouver,D,"Dermott, Travis",Concussion,1.5,621.951219512,34,34
2022/23,Winnipeg,D,"Schmidt, Nate",Concussion,5.95,653.048780488,9,9
